0,0.00191336,0.00190958,0.00189825,0.00187953,0.0018537,0.00182111,0.0017822,0.00173744,0.00168735,0.00163249,0.00157343,0.00151071,0.0014449,0.00137653,0.0013061,0.00123407,0.00116085,0.00108683,0.00101231,0.000937581,0.000862863,0.000788334,0.000714129,0.00064034,0.000567019,0.000494187,0.000421833,0.000349916,0.000278378,0.000207139,0.000136105,6.51738e-05,-5.76488e-06,-7.68222e-05,-0.000148107,-0.000219723,-0.000291761,-0.0003643,-0.0004374,-0.000511095,-0.000585396,-0.000660282,-0.000735694,-0.000811538,-0.000887676,-0.000963925,-0.00104006,-0.00111579,-0.0011908,-0.0012647,-0.00133707,-0.00140745,-0.00147532,-0.00154015,-0.00160137,-0.00165841,-0.0017107,-0.00175768,-0.00179881,-0.0018336,-0.00186161,-0.00188249,-0.00189593,-0.00190175,0
0,0.00339223,0.00395829,0.00393558,0.00389846,0.0038474,0.00378301,0.00370605,0.00361738,0.00351792,0.00340867,0.00329064,0.00316486,0.00303233,0.00289404,0.00275091,0.00260379,0.00245348,0.00230068,0.00214604,0.00199008,0.00183326,0.00167598,0.00151854,0.00136115,0.001204,0.00104719,0.000890769,0.000734745,0.000579087,0.000423733,0.000268595,0.000113567,-4.1466e-05,-0.000196624,-0.000352021,-0.000507764,-0.000663937,-0.000820605,-0.000977796,-0.0011355,-0.00129366,-0.00145218,-0.00161087,-0.00176951,-0.00192778,-0.00208531,-0.00224163,-0.00239618,-0.00254833,-0.00269736,-0.00284248,-0.00298282,-0.00311743,-0.00324535,-0.00336553,-0.00347696,-0.0035786,-0.00366944,-0.00374854,-0.00381503,-0.00386815,-0.00390726,-0.00393187,-0.00337117,0
0,0.00446352,0.00568039,0.00573411,0.005681,0.00560784,0.00551547,0.00540494,0.00527744,0.00513426,0.0049768,0.00480649,0.00462475,0.00443303,0.00423269,0.00402504,0.00381131,0.00359263,0.00337,0.00314434,0.00291643,0.00268694,0.00245644,0.00222537,0.0019941,0.00176289,0.00153192,0.0013013,0.00107107,0.000841218,0.000611694,0.000382407,0.000153245,-7.59197e-05,-0.00030522,-0.000534783,-0.000764722,-0.000995124,-0.00122604,-0.00145749,-0.00168942,-0.00192173,-0.00215422,-0.00238664,-0.00261863,-0.00284972,-0.00307936,-0.00330686,-0.00353143,-0.00375216,-0.00396802,-0.00417788,-0.0043805,-0.00457456,-0.00475867,-0.00493138,-0.00509124,-0.0052368,-0.00536665,-0.00547948,-0.00557407,-0.00564937,-0.00570451,-0.00565322,-0.00444567,0
0,0.00516336,0.0070801,0.00725639,0.00720356,0.00711241,0.00699691,0.00685835,0.00669821,0.00651811,0.00631978,0.00610501,0.0058756,0.00563334,0.00537996,0.00511711,0.00484634,0.00456907,0.00428658,0.00400002,0.0037104,0.00341857,0.00312526,0.00283105,0.00253641,0.00224168,0.00194712,0.00165287,0.00135901,0.00106555,0.000772441,0.000479588,0.00018687,-0.000105853,-0.000398728,-0.000691895,-0.000985477,-0.00127957,-0.00157421,-0.00186941,-0.00216508,-0.00246107,-0.00275714,-0.00305293,-0.00334799,-0.00364171,-0.00393337,-0.00422212,-0.00450693,-0.00478666,-0.00506,-0.00532551,-0.00558164,-0.00582671,-0.00605898,-0.00627662,-0.00647781,-0.00666074,-0.00682363,-0.00696485,-0.00708288,-0.00717642,-0.00723153,-0.0070585,-0.00515227,0
0,0.0056617,0.00825192,0.00859644,0.00855719,0.00845255,0.00831698,0.00815392,0.00796511,0.00775245,0.00751798,0.00726382,0.0069921,0.00670493,0.00640438,0.00609238,0.00577078,0.00544128,0.0051054,0.00476452,0.00441983,0.00407236,0.00372298,0.0033724,0.00302117,0.00266973,0.00231839,0.00196733,0.00161666,0.00126641,0.000916515,0.000566897,0.00021742,-0.000132069,-0.000481731,-0.000831719,-0.00118217,-0.00153317,-0.00188477,-0.00223696,-0.00258962,-0.00294258,-0.00329551,-0.00364801,-0.0039995,-0.00434927,-0.00469646,-0.00504003,-0.00537876,-0.00571129,-0.00603605,-0.00635134,-0.0066553,-0.00694593,-0.00722117,-0.00747885,-0.00771681,-0.00793289,-0.00812502,-0.00829123,-0.00842976,-0.00853713,-0.00857902,-0.00823839,-0.00565807,0
0,0.00601154,0.00924266,0.00978646,0.00977634,0.00966266,0.00950976,0.00932503,0.00911072,0.008869,0.00860219,0.00831269,0.00800294,0.00767536,0.00733228,0.00697596,0.00660848,0.00623179,0.00584765,0.00545764,0.00506313,0.0046653,0.00426517,0.00386354,0.00346108,0.00305827,0.00265549,0.00225296,0.00185081,0.00144908,0.00104773,0.000646665,0.000245737,-0.000155214,-0.000556361,-0.000957871,-0.00135989,-0.0017625,-0.00216577,-0.00256965,-0.00297403,-0.00337866,-0.0037832,-0.00418715,-0.00458985,-0.00499049,-0.00538806,-0.00578137,-0.00616902,-0.00654942,-0.0069208,-0.00728119,-0.00762846,-0.00796032,-0.00827439,-0.0085682,-0.00883927,-0.00908514,-0.00930342,-0.0094919,-0.00964827,-0.0097651,-0.00977824,-0.00923864,-0.00601536,0
0,0.00626206,0.0100864,0.0108536,0.0108873,0.0107696,0.0106018,0.0103976,0.0101603,0.00989231,0.00959615,0.00927453,0.00893015,0.0085657,0.00818381,0.00778697,0.00737753,0.00695766,0.00652934,0.00609432,0.00565415,0.00521016,0.00476349,0.00431504,0.00386557,0.00341564,0.00296565,0.00251588,0.00206648,0.00161751,0.00116891,0.000720606,0.000272435,-0.000175775,-0.000624209,-0.00107304,-0.00152243,-0.00197247,-0.0024232,-0.00287459,-0.00332649,-0.00377862,-0.0042306,-0.00468185,-0.00513163,-0.00557903,-0.00602292,-0.00646194,-0.00689455,-0.00731895,-0.00773316,-0.00813496,-0.00852196,-0.00889162,-0.00924125,-0.00956811,-0.00986941,-0.0101424,-0.0103844,-0.010593,-0.0107649,-0.0108862,-0.0108559,-0.0100928,-0.00627304,0
0,0.00644413,0.0108121,0.0118184,0.01191,0.0117936,0.0116131,0.0113915,0.0111332,0.0108411,0.010518,0.0101668,0.00979051,0.00939207,0.00897433,0.00854004,0.00809179,0.00763196,0.00716272,0.006686,0.00620351,0.00571672,0.00522688,0.004735,0.0042419,0.00374822,0.00325441,0.00276079,0.00226751,0.00177465,0.00128217,0.000789981,0.000297915,-0.000194209,-0.000686586,-0.0011794,-0.00167282,-0.00216694,-0.00266181,-0.00315737,-0.00365345,-0.00414976,-0.00464585,-0.00514109,-0.00563466,-0.00612555,-0.0066125,-0.00709404,-0.00756844,-0.00803374,-0.00848773,-0.00892799,-0.00935188,-0.00975659,-0.0101392,-0.0104966,-0.0108258,-0.0111239,-0.0113877,-0.0116146,-0.0117997,-0.0119202,-0.0118322,-0.0108295,-0.006462,0
0,0.00657514,0.0114377,0.0126927,0.0128552,0.0127457,0.0125549,0.0123174,0.0120398,0.0117255,0.0113776,0.010999,0.0105932,0.0101632,0.00971215,0.00924306,0.00875871,0.00826167,0.00775432,0.00723876,0.00671683,0.00619014,0.00566004,0.00512765,0.00459386,0.00405937,0.00352467,0.00299011,0.00245588,0.00192206,0.00138862,0.00085545,0.000322398,-0.000210734,-0.000744152,-0.00127805,-0.0018126,-0.00234791,-0.00288402,-0.00342086,-0.00395824,-0.00449584,-0.00503317,-0.00556954,-0.00610406,-0.00663561,-0.00716285,-0.00768414,-0.00819762,-0.00870115,-0.00919233,-0.00966852,-0.0101269,-0.0105643,-0.0109776,-0.0113635,-0.0117187,-0.0120399,-0.0123239,-0.0125675,-0.0127636,-0.0128776,-0.0127189,-0.0114665,-0.00659961,0
0,0.00669292,0.0119928,0.0134952,0.013738,0.0136406,0.0134417,0.0131897,0.0128943,0.0125593,0.0121881,0.011784,0.0113505,0.010891,0.0104088,0.009907,0.00938875,0.00885676,0.00831356,0.00776143,0.00720236,0.00663806,0.00606999,0.00549937,0.00492716,0.0043541,0.00378076,0.00320748,0.00263451,0.00206192,0.00148969,0.000917724,0.000345851,-0.000226128,-0.000798428,-0.00137125,-0.00194477,-0.0025191,-0.00309427,-0.0036702,-0.00424669,-0.00482338,-0.00539973,-0.00597501,-0.00654825,-0.00711825,-0.00768353,-0.00824237,-0.00879274,-0.00933233,-0.00985857,-0.0103686,-0.0108594,-0.0113276,-0.0117698,-0.0121824,-0.0125619,-0.0129048,-0.0132077,-0.0134665,-0.0136714,-0.0137738,-0.0135346,-0.0120334,-0.00672384,0
